0,0.0,0.0
5,82.7,0.0
10,86.0,0.0
15,87.8,0.0
20,90.1,0.0
25,90.5,0.0
30,91.2,0.0
35,91.8,0.0
40,92.1,0.0
45,93.8,0.0
50,93.6,0.0
55,85.9,0.0
60,80.4,0.0
65,74.6,0.0
70,69.7,0.0
75,66.0,0.0
80,62.1,0.0
85,58.6,0.0
90,58.5,0.0
95,60.8,0.0
100,62.5,0.0
105,64.1,0.0
110,65.4,0.0
115,66.6,0.0
120,67.7,0.0
125,69.1,0.0
130,70.1,0.0
135,70.9,0.0
140,71.8,0.0
145,72.6,0.0
150,71.3,0.0
155,69.1,0.0
160,67.0,0.0
165,65.4,0.0
170,63.5,0.0
175,62.1,0.0
180,62.7,0.0
185,63.5,0.0
190,64.1,0.0
195,64.7,0.0
200,65.3,0.0
205,65.9,0.0
210,66.7,0.0
215,67.3,0.0
220,67.5,0.0
225,66.3,0.0
230,65.0,0.0
235,63.7,0.0
240,62.6,0.0
245,61.4,0.0
250,61.8,0.0
255,62.4,0.0
260,63.0,0.0
265,63.6,0.0
270,64.3,0.0
275,64.7,0.0
280,65.3,0.0
285,65.7,0.0
290,66.4,0.0
295,66.8,0.0
300,67.3,0.0
305,66.4,0.0
310,65.6,0.0
315,64.6,0.0
320,63.8,0.0
325,62.8,0.0
330,62.3,0.0
335,62.9,0.0
340,63.4,0.0
345,63.8,0.0
350,64.2,0.0
355,64.7,0.0
360,65.2,0.0
365,65.5,0.0
370,66.0,0.0
375,66.3,0.0
380,66.6,0.0
385,66.2,0.0
390,65.4,0.0
395,64.7,0.0
400,63.9,0.0
405,63.2,0.0
410,62.6,0.0
415,61.8,0.0
420,61.9,0.0
425,62.2,0.0
430,62.6,0.0
435,62.9,0.0
440,63.4,0.0
445,63.7,0.0
450,64.1,0.0
455,64.4,0.0
460,64.8,0.0
465,65.1,0.0
470,65.3,0.0
475,65.6,0.0
480,65.0,0.0
485,64.3,0.0
490,63.7,0.0
495,63.2,0.0
500,62.6,0.0
505,62.8,0.0
510,63.0,0.0
515,63.3,0.0
520,63.6,0.0
525,64.0,0.0
530,64.3,0.0
535,64.6,0.0
540,64.9,0.0
545,65.1,0.0
550,65.5,0.0
555,65.7,0.0
560,65.3,0.0
565,64.8,0.0
570,64.2,0.0
575,63.7,0.0
580,63.2,0.0
585,62.7,0.0
590,62.2,0.0
595,61.9,0.0
600,62.1,0.0
605,62.4,0.0
610,62.7,0.0
615,63.0,0.0
620,63.2,0.0
625,63.5,0.0
630,63.7,0.0
635,64.0,0.0
640,64.3,0.0
645,64.5,0.0
650,64.8,0.0
655,64.6,0.0
660,64.2,0.0
665,63.8,0.0
670,63.3,0.0
675,62.9,0.0
680,62.4,0.0
685,62.3,0.0
690,62.6,0.0
695,62.6,0.0
700,62.6,0.0
705,62.7,0.0
710,62.9,0.0
715,63.2,0.0
720,63.4,0.0
725,63.7,0.0
730,63.8,0.0
735,63.3,0.0
740,63.0,0.0
745,62.6,0.0
750,62.2,0.0
755,61.8,0.0
760,61.4,0.0
765,61.2,0.0
770,61.3,0.0
775,61.3,0.0
780,61.4,0.0
785,61.4,0.0
790,61.5,0.0
795,61.8,0.0
800,62.0,0.0
805,62.2,0.0
810,62.2,0.0
815,61.9,0.0
820,61.5,0.0
825,61.2,0.0
830,60.8,0.0
835,60.5,0.0
840,60.2,0.0
845,59.8,0.0
850,59.9,0.0
855,59.8,0.0
860,59.8,0.0
865,59.7,0.0
870,59.7,0.0
875,59.7,0.0
880,59.9,0.0
885,60.1,0.0
890,60.3,0.0
895,60.3,0.0
900,60.0,0.0
0,
5,
10,
15,
20,
25,
30,
35,
40,
45,
50,
55,
60,
65,
70,
0,
5,
10,
