0,89,18
1,91,20
2,90,19
3,88,18
4,85,16
5,84,16
6,83,14
7,82,14
8,80,13
9,79,12
10,78,11
11,76,11
12,76,10
13,75,9
14,73,9
15,73,8
16,78,8
17,77,7
18,76,7
19,75,6
20,74,6
21,73,6
22,78,5
23,78,5
24,77,5
25,76,4
26,75,4
27,74,4
28,74,4
29,73,4
30,73,4
31,72,3
32,71,3
33,71,3
34,70,3
35,70,3
36,75,2
37,74,2
38,74,2
39,72,2
40,72,2
41,71,2
42,74,5
43,76,8
44,82,14
45,81,13
46,84,15
47,83,14
48,81,14
49,79,13
50,79,12
51,77,11
52,76,11
53,75,10
54,75,10
55,73,9
56,86,8
57,88,8
58,86,7
59,85,7
60,83,6
61,82,6
62,80,6
63,82,5
64,79,5
65,78,5
66,76,5
67,76,4
68,75,4
69,75,4
70,74,4
71,76,4
72,72,3
73,72,3
74,71,3
75,71,3
76,70,3
77,72,2
78,68,2
79,80,2
80,79,2
81,78,2
82,79,2
83,89,2
84,85,1
85,86,5
86,89,8
87,87,10
88,103,16
89,102,15
90,96,14
91,95,14
92,92,13
93,91,12
94,91,11
95,88,10
96,85,10
97,83,9
98,82,9
99,83,8
100,81,7
101,80,7
102,88,7
103,84,6
104,83,6
105,82,6
106,83,5
107,82,5
108,81,5
109,80,5
110,79,4
111,76,4
112,75,4
113,75,4
114,76,4
115,76,3
116,75,3
117,74,3
118,73,3
119,71,3
120,70,3
121,70,3
122,72,2
123,71,2
124,70,2
125,70,2
126,67,2
127,66,2
128,68,1
129,68,1
130,67,1
131,70,8
132,77,11
133,81,13
134,85,16
135,83,15
136,82,14
137,78,13
138,77,12
139,78,12
140,77,11
141,76,10
142,75,10
143,74,9
144,73,8
145,72,8
146,71,7
147,71,7
148,70,6
149,70,6
150,69,6
151,68,5
152,68,5
153,67,5
154,67,4
155,66,4
156,66,4
157,66,3
158,65,3
159,65,3
160,64,3
161,64,3
162,64,2
163,64,2
164,63,2
165,63,2
166,63,2
167,63,2
168,62,1
169,62,1
170,62,1
171,62,5
172,68,8
173,77,14
174,78,13
175,81,15
176,80,14
177,79,14
178,77,12
179,77,12
180,75,11
181,75,11
182,74,10
183,73,9
184,72,9
185,72,8
186,71,8
187,71,8
188,70,7
189,70,7
190,69,7
191,69,6
192,68,6
193,68,6
194,68,6
195,67,5
196,67,5
197,67,5
198,72,4
199,72,4
200,71,4
201,70,4
202,70,4
203,69,3
204,69,3
205,68,3
206,67,3
