0,385.00,46259
5,384.99,46259
10,384.97,46259
15,384.96,46259
20,384.94,46259
25,384.93,46259
30,384.92,46259
35,384.91,46259
40,384.90,46259
45,384.89,46206
50,384.88,46013
55,385.86,45757
60,386.47,45758
65,386.46,45758
70,386.45,45244
75,386.64,45244
80,388.37,45246
85,388.36,45246
90,389.77,45246
95,389.76,44218
100,389.90,44222
105,391.71,44222
110,391.70,44222
115,391.69,44222
120,391.84,44222
125,393.50,44222
130,393.49,44222
135,393.48,44222
140,393.97,42166
145,395.26,42174
150,395.25,42174
155,395.32,42174
160,397.07,42174
165,397.06,42174
170,397.06,42174
175,398.53,42174
180,398.52,42174
185,398.68,42174
190,400.04,42174
195,400.08,42174
200,401.42,42174
205,401.53,42174
210,402.97,42174
215,402.96,42174
220,402.94,42174
225,404.68,38078
230,404.67,38078
235,404.66,38078
240,404.94,38078
245,406.53,38078
250,406.52,38078
255,406.51,38078
260,406.97,38078
265,408.41,38078
270,408.40,38078
275,409.79,38078
280,409.78,38078
285,411.23,38078
290,411.22,38078
295,412.02,38078
300,412.72,38078
305,412.71,38078
310,412.88,38078
315,414.62,38078
320,414.61,38078
325,414.60,38078
330,416.08,38078
335,416.07,38078
340,416.06,38078
345,416.58,38078
350,417.96,38078
355,417.95,38078
360,419.45,38078
365,419.44,38078
370,419.43,38078
375,420.82,38078
380,420.80,38078
385,422.22,38078
390,422.20,38078
395,422.25,38078
400,424.05,38078
405,424.04,33966
410,424.03,33966
415,425.55,33982
420,425.54,33982
425,425.53,33982
430,425.91,33982
435,427.32,33982
440,427.31,33982
445,427.30,33982
450,429.18,33982
455,429.17,33982
460,429.16,33982
465,429.70,33982
470,430.93,33982
475,431.08,33982
480,432.36,33982
485,432.35,33982
490,432.44,33982
495,434.21,33982
500,434.20,33982
505,434.18,33982
510,434.47,33982
515,436.04,33982
520,436.03,33982
525,436.01,33982
530,437.51,33982
535,437.50,33982
540,438.92,33982
545,438.95,33982
550,438.94,33982
555,440.43,33982
560,440.42,33982
565,440.41,33982
570,441.81,33982
575,441.80,33982
580,441.79,33982
585,443.16,33982
590,443.15,33982
595,443.34,25758
600,444.63,25790
605,444.62,25790
610,444.71,25790
615,446.44,25790
620,446.46,25790
625,446.45,25790
630,447.95,25790
635,447.94,25790
640,447.93,25790
645,449.38,25789
650,449.37,25789
655,449.45,25789
660,450.88,25789
665,450.87,25789
670,451.06,25789
675,452.72,25789
680,452.71,25789
685,452.79,25789
690,454.16,25789
695,454.14,46258
700,454.13,46258
705,454.11,46258
710,454.09,46258
715,454.08,46258
720,454.06,46258
725,454.04,46258
730,454.03,46258
735,454.01,46258
740,454.00,46258
745,453.99,46258
750,453.98,46258
755,453.97,46258
760,453.95,46258
765,453.94,46258
770,453.92,46258
775,453.90,46259
780,453.88,46259
785,453.87,46259
790,453.85,46259
795,453.83,46259
800,453.82,46259
805,453.80,46259
810,453.79,46259
815,453.77,46259
820,453.76,46259
825,453.75,46259
830,453.74,46259
835,453.73,46259
840,453.71,46259
845,453.70,46259
850,453.68,46259
855,453.67,46259
860,453.65,46259
865,453.63,46259
870,453.62,46259
875,453.60,46259
880,453.58,46259
885,453.56,46259
890,453.55,46259
895,453.53,46259
900,453.52,46259
0,,
5,,
10,,
15,,
20,,
25,,
30,,
35,,
40,,
45,,
50,,
55,,
60,,
65,,
70,,
0,,
5,,
10,,
